596600,-1.532,-0.460,-8.923
596650,-1.723,-0.536,-9.345
596700,-0.881,-0.689,-9.766
596850,-2.374,-0.574,-10.915
596900,-1.762,-0.038,-11.030
596950,-3.179,0.268,-10.417
597000,-1.532,-0.191,-9.038
597050,1.953,-1.149,-8.464
597100,-0.038,-0.115,-8.387
597150,-0.804,-0.306,-8.081
597200,-0.651,-0.498,-7.660
597250,-0.498,-1.072,-7.506
597300,0.383,-0.843,-9.536
597350,1.647,-0.077,-9.728
597400,1.187,0.268,-12.064
597450,-1.647,2.681,-9.498
597500,-2.336,2.030,-7.813
597550,-0.919,0.077,-9.077
597600,-0.574,-0.536,-10.034
597750,-0.843,0.191,-9.421
597800,-1.072,0.306,-9.192
597850,-0.804,-0.077,-9.460
597900,-0.651,-0.038,-9.996
597950,-0.804,-0.038,-10.034
598000,-0.689,0.574,-11.796
598050,0.115,1.111,-9.345
598100,-1.379,0.460,-9.230
598150,1.800,-0.728,-6.855
598200,0.383,-1.570,-6.434
598250,-1.149,-0.881,-9.153
598300,-0.843,-1.532,-11.604
598350,0.077,-0.038,-10.570
598400,-0.191,1.685,-9.689
598450,0.728,2.413,-10.187
598600,1.647,-0.843,-10.149
598650,-0.689,-0.804,-9.766
598700,-1.340,-0.230,-9.460
598750,-1.111,1.226,-9.115
598800,-0.191,-0.651,-9.613
598850,0.153,-0.230,-9.766
598900,0.268,-0.498,-9.996
598950,-0.536,-0.268,-9.345
599000,-0.306,-1.034,-8.541
599050,-0.498,-0.728,-9.804
599100,-0.881,-0.957,-9.613
599150,-0.689,-0.383,-9.383
599200,-0.957,-0.498,-8.962
599250,-1.417,-0.498,-9.766
599300,-0.804,-0.651,-9.000
599350,-1.609,-1.149,-9.268
599400,-0.996,-0.766,-9.498
599450,-1.111,-0.345,-8.923
599600,-0.268,-1.072,-9.460
599650,-1.187,0.153,-9.575
599800,-0.804,-0.651,-9.575
599850,-0.881,-0.383,-9.613
599900,-0.728,-0.651,-9.345
599950,-0.996,-0.383,-9.421
600000,-1.264,-0.268,-9.498
600050,-0.881,-0.345,-9.460
600100,-0.957,-0.115,-9.613
600150,-0.919,-0.460,-9.498
600200,-0.881,-0.153,-9.230
600250,-0.613,-0.345,-9.498
600300,-0.957,-0.383,-9.306
600350,-1.187,-0.306,-9.192
600400,-1.187,-0.345,-9.460
600450,-0.804,-0.345,-9.460
600500,-0.957,-0.268,-9.536
600550,-0.843,-0.306,-9.345
600600,-0.651,-0.345,-9.575
600650,-0.536,-0.421,-9.345
600700,-0.651,-0.421,-9.498
600750,-0.843,-0.613,-9.268
600800,-0.574,-0.345,-9.460
600850,-0.383,0.000,-9.306
600900,-1.072,-0.498,-9.306
600950,-1.264,-0.268,-9.383
601000,-1.072,-0.191,-9.498
601050,-0.766,-0.613,-9.498
601100,-0.460,-0.268,-9.536
601150,-0.728,-0.230,-9.383
601200,-0.804,-0.421,-9.460
601350,-0.766,-0.115,-9.498
