Column1,Column2,Column3,Column4,Column5,Column6,Column7
Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,1.048692,6.265817,6.890723,9.372421,42.674809,80.498627
0.0019510,1.051087,6.280183,6.866780,9.364729,42.839615,80.498718
0.0039260,1.048692,6.284971,6.845232,9.351888,42.948826,80.527061
0.0059103,1.012778,6.308914,6.804529,9.334331,43.199146,80.880043
0.0078986,0.974470,6.301731,6.766221,9.297481,43.302090,81.209679
0.0098898,0.976864,6.316097,6.735095,9.284872,43.499222,81.208145
0.0118826,0.962498,6.325674,6.727912,9.284684,43.562355,81.348381
0.0138765,0.933767,6.352011,6.706364,9.284142,43.751476,81.637222
0.0158715,0.933767,6.380743,6.684815,9.288301,43.970062,81.674347
0.0178670,0.919402,6.404685,6.653690,9.280995,44.199593,81.830917
0.0198633,0.907430,6.438205,6.629747,9.285874,44.441933,81.977318
0.0218601,0.907430,6.445388,6.629747,9.290855,44.473244,81.986137
0.0238571,0.890670,6.474119,6.612987,9.297263,44.660583,82.166763
0.0258546,0.897853,6.493273,6.612987,9.311301,44.747925,82.127388
0.0278523,0.900247,6.493273,6.596227,9.299637,44.822056,82.106659
0.0298510,0.924190,6.505245,6.598621,9.312043,44.877941,81.914185
0.0318492,0.914613,6.514822,6.605804,9.322879,44.882259,82.008499
0.0338475,0.905036,6.538764,6.596227,9.331921,45.021156,82.119713
0.0358459,0.926584,6.541159,6.608199,9.344175,44.992466,81.937439
0.0378445,0.936161,6.550736,6.608199,9.351836,45.039394,81.866966
0.0398432,0.938556,6.545948,6.656084,9.382631,44.813488,81.840561
0.0418420,0.928979,6.543553,6.670450,9.390207,44.735592,81.919800
0.0438411,0.926584,6.538764,6.670450,9.386634,44.713573,81.934525
0.0458401,0.921796,6.550736,6.677632,9.399608,44.731220,81.990135
0.0478393,0.933767,6.553130,6.715941,9.429703,44.584881,81.890411
0.0498386,0.933767,6.543553,6.730307,9.433293,44.482616,81.878700
0.0518380,0.940950,6.541159,6.773404,9.463147,44.293949,81.814117
0.0538375,0.964893,6.519610,6.802135,9.471292,44.095215,81.581421
0.0558370,0.962498,6.514822,6.826077,9.484968,43.972492,81.595924
0.0578365,0.964893,6.531582,6.871569,9.529483,43.855850,81.596626
0.0598362,1.010384,6.531582,6.912271,9.563573,43.716278,81.206497
0.0618375,0.976864,6.533976,6.936214,9.579048,43.605751,81.496956
0.0638389,0.988836,6.529187,6.967340,9.599578,43.464855,81.388084
0.0658469,1.010384,6.543553,7.017620,9.648106,43.334702,81.222336
0.0678482,1.012778,6.548342,7.046351,9.672516,43.239872,81.208191
0.0698495,1.039115,6.543553,7.087053,9.701761,43.072395,80.976784
0.0718509,1.072635,6.536370,7.130150,9.732098,42.891598,80.680679
0.0738523,1.082212,6.536370,7.161276,9.755982,42.773888,80.598953
0.0758536,1.127703,6.529187,7.206767,9.789764,42.595245,80.200706
0.0778550,1.134886,6.517216,7.242682,9.809103,42.407822,80.121758
0.0798563,1.197137,6.519610,7.288173,9.851696,42.286587,79.595200
0.0818577,1.216292,6.514822,7.321692,9.875700,42.150497,79.424850
0.0838590,1.228263,6.502851,7.360001,9.897742,41.960667,79.303940
0.0858604,1.259389,6.502851,7.439012,9.960523,41.681789,79.039375
0.0878617,1.259389,6.517216,7.462955,9.987785,41.650887,79.062958
0.0898626,1.254600,6.505245,7.496474,10.004467,41.469124,79.083969
0.0918640,1.266571,6.533976,7.515629,10.039010,41.527081,79.029617
0.0938654,1.242629,6.553130,7.549149,10.073593,41.461590,79.262848
0.0958668,1.245023,6.555524,7.551543,10.077241,41.464500,79.246475
0.0978682,1.225869,6.572284,7.541965,10.078637,41.555626,79.434547
0.0998695,1.192349,6.581861,7.518023,10.062965,41.660370,79.731842
0.1018709,1.192349,6.581861,7.518023,10.062965,41.660370,79.731842
0.1038722,1.168406,6.596227,7.482109,10.042775,41.838837,79.955246
0.1058736,1.156435,6.589044,7.462955,10.022402,41.872898,80.045479
0.1078750,1.122915,6.601016,7.439012,10.008658,41.990337,80.345695
0.1098763,1.125309,6.598621,7.391126,9.971804,42.166046,80.322052
0.1118777,1.118126,6.591439,7.364789,9.946728,42.232510,80.372383
0.1138790,1.106155,6.624959,7.355212,9.960562,42.401859,80.520889
0.1158803,1.072635,6.632141,7.283384,9.908760,42.688984,80.812943
0.1178818,1.051087,6.627353,7.235498,9.868081,42.842773,80.988052
0.1198830,1.031932,6.620170,7.230710,9.857722,42.818779,81.140198
0.1218844,1.012778,6.653690,7.197190,9.853774,43.080116,81.345268
0.1238858,0.988836,6.636930,7.173247,9.822531,43.089703,81.525841
0.1258805,0.979258,6.636930,7.144516,9.800607,43.198456,81.606743
0.1278818,0.972076,6.627353,7.087053,9.751567,43.384506,81.655571
0.1298832,0.984047,6.639324,7.089447,9.762646,43.432819,81.569290
0.1318845,0.952921,6.615381,7.070293,9.729356,43.389801,81.803139
0.1338858,0.948133,6.610593,7.029591,9.696084,43.531754,81.837944
0.1358871,0.938556,6.608199,7.008042,9.677904,43.603634,81.916405
0.1378885,0.931373,6.610593,6.972128,9.652873,43.756516,81.980331
0.1398898,0.917007,6.612987,6.938608,9.628956,43.896107,82.105278
0.1418911,0.924190,6.624959,6.917060,9.622366,44.040195,82.058418
0.1438925,0.924190,6.620170,6.878752,9.591558,44.178902,82.052750
0.1459002,0.914613,6.610593,6.838049,9.554861,44.302540,82.122810
0.1479017,0.902642,6.620170,6.818895,9.546660,44.416580,82.235756
0.1499029,0.883487,6.605804,6.804529,9.524642,44.404877,82.382233
0.1519042,0.871516,6.586650,6.775798,9.489728,44.437553,82.462662
0.1539056,0.859545,6.603410,6.778192,9.501985,44.492279,82.583694
0.1559069,0.866727,6.608199,6.775798,9.504259,44.526821,82.527771
0.1579082,0.854756,6.596227,6.773404,9.493146,44.479221,82.616608
0.1599096,0.845179,6.603410,6.775798,9.498989,44.494492,82.706291
0.1619113,0.852362,6.598621,6.785375,9.503138,44.437534,82.639702
0.1639181,0.861939,6.586650,6.806923,9.511105,44.300907,82.544556
0.1659195,0.866727,6.593833,6.818895,9.525082,44.283951,82.511681
0.1679208,0.854756,6.584256,6.826077,9.522519,44.206192,82.603333
0.1699220,0.917007,6.569890,6.845232,9.532132,44.100372,82.054146
0.1719234,0.938556,6.596227,6.857203,9.560980,44.175625,81.901924
0.1739247,1.005595,6.548342,6.905088,9.569339,43.814529,81.269577
0.1759261,1.034327,6.524399,6.936214,9.578553,43.602642,80.991745
0.1779274,1.098972,6.526793,7.015225,9.644696,43.333958,80.442268
0.1799287,1.149252,6.510033,7.101419,9.702137,42.950401,79.988411
0.1819301,1.156435,6.510033,7.190007,9.768013,42.601719,79.927116
0.1839315,1.144463,6.510033,7.252258,9.812521,42.346722,80.029289
0.1859328,1.108549,6.531582,7.336058,9.884746,42.084297,80.367470
0.1879342,1.096578,6.538764,7.379155,9.920174,41.939285,80.479851
0.1899356,1.043904,6.548342,7.417463,9.949335,41.795914,80.942406
0.1919366,1.012778,6.569890,7.479714,10.006763,41.628654,81.236580
0.1939379,1.007990,6.557919,7.503657,10.016347,41.483967,81.261696
0.1959393,0.950527,6.555524,7.513234,10.016341,41.401157,81.749817
0.1979406,0.914613,6.538764,7.522811,10.009228,41.271915,82.037384
0.1999420,0.888276,6.524399,7.510840,9.988470,41.240337,82.247032
0.2019434,0.869122,6.517216,7.503657,9.976690,41.225742,82.403976
0.2039447,0.883487,6.490879,7.462955,9.930144,41.275574,82.248985
0.2059396,0.890670,6.505245,7.448589,9.929399,41.396191,82.203781
0.2079408,0.888276,6.481302,7.393521,9.872207,41.502846,82.196114
0.2099422,0.914613,6.505245,7.350424,9.858167,41.787815,81.996887
0.2119436,0.926584,6.502851,7.307327,9.825612,41.952274,81.890572
0.2139448,0.960104,6.517216,7.247470,9.793963,42.269131,81.619568
0.2159462,0.976864,6.502851,7.197190,9.748891,42.416821,81.456856
0.2179475,0.986441,6.533976,7.154093,9.738940,42.727718,81.414833
0.2199488,0.986441,6.531582,7.060717,9.668937,43.092854,81.411728
0.2219501,0.998413,6.560313,7.039168,9.673903,43.310669,81.346573
0.2239460,0.991230,6.567496,6.993677,9.645001,43.522091,81.417152
0.2259473,1.003201,6.557919,6.943397,9.603305,43.695480,81.302574
0.2279544,1.003201,6.605804,6.878752,9.589592,44.166813,81.364670
0.2299557,1.000807,6.620170,6.842837,9.573541,44.376011,81.403381
0.2319618,0.984047,6.620170,6.790164,9.534218,44.586716,81.545242
0.2339631,0.981653,6.627353,6.761432,9.518530,44.737080,81.574532
0.2359645,0.988836,6.663267,6.708758,9.507069,45.117111,81.558853
0.2379658,0.967287,6.684815,6.680027,9.499744,45.317337,81.766495
0.2399672,0.957710,6.691998,6.675238,9.500465,45.362232,81.855545
0.2419685,0.943344,6.718335,6.644113,9.495797,45.597878,82.007156
0.2439698,0.948133,6.730307,6.598621,9.473003,45.847443,81.981216
0.2459712,0.943344,6.735095,6.577073,9.460935,45.958267,82.026794
0.2479756,0.940950,6.739883,6.560313,9.452466,46.049877,82.052353
0.2499769,0.924190,6.742278,6.543553,9.440896,46.123425,82.194885
0.2519815,0.928979,6.737489,6.524399,9.424677,46.190117,82.149445
0.2539829,0.945739,6.737489,6.505245,9.413096,46.283985,82.009621
0.2559841,0.940950,6.720729,6.476513,9.380768,46.337955,82.029991
0.2579854,0.948133,6.720729,6.488485,9.389760,46.289326,81.969940
0.2599868,0.943344,6.711152,6.490879,9.384081,46.235928,81.998718
0.2619881,0.955316,6.723124,6.498062,9.398820,46.261349,81.912750
0.2639956,0.974470,6.715941,6.478908,9.382414,46.327335,81.744110
0.2659969,0.967287,6.696786,6.464542,9.358039,46.306458,81.781013
0.2680037,1.017567,6.689604,6.481302,9.369820,46.233498,81.350945
0.2700050,1.012778,6.670450,6.481302,9.355635,46.150230,81.366684
0.2720123,1.079818,6.656084,6.514822,9.376159,45.986458,80.785172
0.2740137,1.084607,6.668056,6.533976,9.398520,45.955788,80.761345
0.2760191,1.098972,6.665661,6.565102,9.420156,45.819527,80.637825
0.2780205,1.087001,6.689604,6.610593,9.467434,45.713593,80.770615
0.2800219,1.077424,6.703969,6.632141,9.491541,45.673817,80.869820
0.2820237,1.075029,6.703969,6.644113,9.499639,45.620564,80.889771
0.2840250,1.053481,6.713547,6.663267,9.517387,45.563763,81.081947
0.2860264,1.043904,6.725518,6.682421,9.538191,45.525139,81.177216
0.2880221,1.029538,6.735095,6.706364,9.560165,45.453304,81.308945
0.2900234,1.012778,6.747066,6.749461,9.597075,45.308998,81.463272
0.2920200,1.005595,6.744672,6.744672,9.591269,45.314915,81.519966
0.2940213,1.012778,6.737489,6.749461,9.590344,45.269203,81.451317
0.2960279,1.012778,6.730307,6.766221,9.597109,45.168278,81.442322
0.2980292,1.007990,6.732701,6.773404,9.603349,45.144852,81.485176
0.3000306,1.000807,6.718335,6.771009,9.590839,45.090656,81.527153
0.3020363,0.979258,6.708758,6.766221,9.578524,45.057652,81.695343
0.3040377,0.988836,6.711152,6.744672,9.565980,45.164909,81.618225
0.3060390,0.972076,6.711152,6.775798,9.586237,45.022778,81.758324
0.3080373,0.974470,6.694392,6.766221,9.567979,44.994595,81.717903
0.3100387,0.964893,6.694392,6.782980,9.578869,44.917912,81.798187
0.3120371,0.984047,6.703969,6.761432,9.572279,45.060841,81.649429
0.3140441,0.981653,6.699181,6.766221,9.572064,45.019051,81.663589
0.3160456,0.981653,6.680027,6.775798,9.565450,44.898228,81.640022
0.3180518,1.003201,6.694392,6.775798,9.577722,44.971855,81.477249
0.3200531,1.010384,6.677632,6.773404,9.565074,44.916286,81.395912
0.3220609,1.010384,6.684815,6.790164,9.581960,44.875599,81.405022
0.3240561,1.031932,6.670450,6.802135,9.582735,44.778732,81.205940
0.3260635,1.015172,6.670450,6.806923,9.584346,44.747780,81.346588
0.3280596,1.022355,6.687210,6.809318,9.598478,44.812550,81.307800
0.3300670,1.022355,6.675238,6.816500,9.595243,44.732197,81.292450
0.3320625,1.034327,6.691998,6.818895,9.609890,44.800018,81.213791
0.3340690,1.051087,6.708758,6.823683,9.626779,44.860756,81.095642
0.3360662,1.041510,6.708758,6.821289,9.624041,44.864586,81.175491
0.3380675,1.051087,6.730307,6.826077,9.643503,44.940388,81.123695
0.3400688,1.051087,6.730307,6.833261,9.648588,44.910252,81.123695
0.3420695,1.055875,6.735095,6.845232,9.660931,44.883114,81.090141
0.3440707,1.058270,6.739883,6.854809,9.671316,44.864483,81.076500
0.3460758,1.060664,6.720729,6.859597,9.661640,44.766491,81.031563
0.3480771,1.036721,6.713547,6.881146,9.669368,44.631180,81.221596
0.3500785,1.043904,6.727912,6.885934,9.683523,44.675678,81.180305
0.3520799,1.036721,6.718335,6.883540,9.674397,44.641167,81.227753
0.3540874,1.041510,6.727912,6.890723,9.686671,44.654217,81.200218
0.3560835,1.034327,6.713547,6.876357,9.665704,44.649582,81.241554
0.3580901,1.039115,6.715941,6.897906,9.683219,44.573013,81.204727
0.3600914,1.070241,6.701575,6.883540,9.666419,44.593262,80.926491
0.3620933,1.077424,6.691998,6.895512,9.669114,44.508354,80.853767
0.3640946,1.103761,6.694392,6.895512,9.673740,44.536224,80.637398
0.3661009,1.122915,6.680027,6.890723,9.662596,44.509544,80.457771
0.3681022,1.144463,6.701575,6.897906,9.685143,44.584568,80.308792
0.3701036,1.144463,6.677632,6.893117,9.665176,44.504856,80.274704
0.3721050,1.137281,6.670450,6.895512,9.661076,44.459835,80.324371
0.3741006,1.137281,6.687210,6.890723,9.669242,44.549587,80.348167
0.3761019,1.118126,6.694392,6.900300,9.678803,44.526268,80.517738
0.3781038,1.098972,6.713547,6.893117,9.684756,44.622593,80.703438
0.3801051,1.098972,6.715941,6.885934,9.681306,44.662399,80.706696
0.3821053,1.094184,6.730307,6.888329,9.692437,44.708828,80.765892
0.3841067,1.096578,6.703969,6.881146,9.669326,44.630928,80.710312
0.3861070,1.110944,6.723124,6.838049,9.653678,44.900303,80.617111
0.3881083,1.139675,6.711152,6.787769,9.613128,45.082027,80.362083
0.3901043,1.134886,6.687210,6.780586,9.590781,45.009460,80.368103
0.3921057,1.115732,6.727912,6.720729,9.574856,45.419197,80.583977
0.3941018,1.096578,6.761432,6.694392,9.577805,45.657295,80.787903
0.3961031,1.084607,6.780586,6.675238,9.576613,45.810368,80.912086
0.3981046,1.058270,6.806923,6.634535,9.564057,46.076710,81.162994
0.4001060,1.079818,6.833261,6.562707,9.535648,46.509933,81.020157
0.4021074,1.079818,6.833261,6.562707,9.535648,46.509933,81.020157
0.4041087,1.216292,6.754249,6.536370,9.477520,46.395931,79.791695
0.4061063,1.259389,6.739883,6.529187,9.467966,46.400898,79.415985
0.4081077,1.223474,6.756643,6.500456,9.455424,46.568695,79.736252
0.4101090,1.144463,6.797346,6.498062,9.473042,46.689396,80.442795
0.4121166,1.063058,6.845232,6.481302,9.486547,46.905018,81.172531
0.4141118,1.048692,6.878752,6.462148,9.496121,47.116966,81.331779
0.4161132,1.027144,6.945791,6.474119,9.550563,47.321934,81.588066
0.4181092,1.029538,6.988888,6.495667,9.596781,47.401318,81.619987
0.4201106,1.022355,6.998465,6.498062,9.604609,47.424854,81.688858
0.4221069,1.005595,7.010437,6.524399,9.629394,47.347488,81.837029
0.4241141,1.022355,7.041562,6.550736,9.671657,47.365993,81.739021
0.4261105,1.046298,7.015225,6.524399,9.637215,47.390308,81.517052
0.4281118,1.019961,7.003254,6.541159,9.637046,47.253849,81.713646
0.4301131,1.046298,6.996071,6.529187,9.626528,47.292999,81.494164
0.4321144,1.072635,6.967340,6.533976,9.611826,47.173149,81.247917
0.4341158,1.089395,6.941003,6.567496,9.617500,46.931728,81.080154
0.4361218,1.098972,6.931426,6.603410,9.636255,46.743374,80.990791
0.4381177,1.087001,6.921848,6.615381,9.636225,46.645390,81.075211
0.4401191,1.089395,6.914666,6.627353,9.639564,46.566212,81.046730
0.4421151,1.082212,6.912271,6.660872,9.660119,46.407654,81.101784
0.4441164,1.079818,6.924243,6.680027,9.681627,46.372311,81.136261
0.4461126,1.094184,6.921848,6.715941,9.706343,46.218300,81.017197
0.4481198,1.098972,6.897906,6.739883,9.706434,46.022743,80.947731
0.4501205,1.077424,6.919454,6.787769,9.752615,45.893459,81.149582
0.4521217,1.098972,6.919454,6.818895,9.776702,45.776131,80.975456
0.4541231,1.094184,6.900300,6.859597,9.791090,45.525169,80.989601
0.4561245,1.103761,6.893117,6.897906,9.813993,45.342731,80.902740
0.4581258,1.089395,6.895512,6.964945,9.861304,45.066105,81.022263
0.4601271,1.084607,6.888329,7.005648,9.884561,44.866978,81.051918
0.4621285,1.098972,6.871569,7.017620,9.882975,44.759258,80.913620
0.4641354,1.115732,6.859597,7.041562,9.893559,44.623997,80.761589
0.4661367,1.122915,6.850020,7.070293,9.908216,44.473152,80.690376
0.4681381,1.177983,6.828472,7.101419,9.921987,44.297310,80.212212
0.4701395,1.230657,6.802135,7.125362,9.927454,44.131535,79.744858
0.4721345,1.247417,6.804529,7.166065,9.960429,43.990631,79.611794
0.4741359,1.268966,6.773404,7.201979,9.967837,43.736931,79.388908
0.4761372,1.273754,6.780586,7.230710,9.994097,43.655949,79.360802
0.4781385,1.278543,6.766221,7.247470,9.997111,43.534779,79.299576
0.4801399,1.242629,6.759038,7.283384,10.013810,43.336651,79.582672
0.4821412,1.240234,6.773404,7.292961,10.030177,43.356014,79.623878
0.4841413,1.204320,6.787769,7.304933,10.044214,43.341347,79.938995
0.4861426,1.154040,6.785375,7.321692,10.048896,43.230289,80.347633
0.4881502,1.134886,6.792558,7.309721,10.042850,43.293270,80.514755
0.4901517,1.122915,6.780586,7.302538,10.028178,43.264133,80.596741
0.4921530,1.075029,6.780586,7.295355,10.017696,43.260380,80.991013
0.4941608,1.060664,6.775798,7.290567,10.009437,43.250134,81.103287
0.4961575,1.055875,6.773404,7.225921,9.960312,43.491924,81.139732
0.4981588,1.031932,6.744672,7.216344,9.931320,43.395809,81.301224
0.5001602,1.034327,6.751855,7.185219,9.913866,43.550732,81.290482
0.5021616,1.031932,6.742278,7.132545,9.868961,43.720085,81.298180
0.5041630,1.063058,6.737489,7.084659,9.834442,43.913097,81.033646
0.5061703,1.072635,6.737489,7.058322,9.816527,44.026016,80.954201
0.5081658,1.072635,6.749461,7.008042,9.788689,44.280308,80.969978
0.5101672,1.087001,6.742278,6.974523,9.761345,44.397415,80.841492
0.5121686,1.079818,6.744672,6.950580,9.745111,44.501045,80.904167
0.5141698,1.079818,6.739883,6.917060,9.717909,44.619682,80.897820
0.5161712,1.067847,6.739883,6.873963,9.685953,44.790817,80.997063
0.5181724,1.091789,6.747066,6.854809,9.680047,44.916382,80.808250
0.5201737,1.053481,6.768615,6.804529,9.655340,45.191250,81.153351
0.5221751,1.034327,6.771009,6.804529,9.654947,45.188934,81.314743
0.5241768,1.036721,6.766221,6.766221,9.624878,45.332382,81.288879
0.5261782,1.012778,6.778192,6.761432,9.627386,45.387180,81.501900
0.5281795,1.010384,6.804529,6.747066,9.635632,45.555305,81.554039
0.5301808,1.022355,6.799740,6.759038,9.641902,45.492172,81.449501
0.5321822,0.998413,6.816500,6.742278,9.639492,45.617645,81.667137
0.5341887,1.007990,6.821289,6.737489,9.640529,45.663479,81.594170
0.5361900,1.010384,6.833261,6.739883,9.650925,45.703899,81.589035
0.5381914,0.993624,6.818895,6.718335,9.623962,45.726505,81.709419
0.5401928,0.998413,6.821289,6.730307,9.634513,45.688236,81.672913
0.5422007,1.005595,6.830866,6.708758,9.627013,45.823734,81.625443
0.5441975,1.012778,6.816500,6.706364,9.615910,45.779324,81.548965
0.5461988,0.998413,6.823683,6.703969,9.617831,45.810356,81.675789
0.5481941,0.996018,6.828472,6.677632,9.602649,45.941315,81.701218
0.5501953,1.015172,6.828472,6.680027,9.606318,45.942619,81.543907
0.5521967,1.003201,6.835655,6.680027,9.610168,45.964828,81.650871
0.5541915,1.010384,6.821289,6.687210,9.605708,45.879444,81.574486
0.5561928,1.010384,6.823683,6.687210,9.607409,45.889278,81.577400
0.5581984,1.010384,6.809318,6.689604,9.598879,45.819977,81.559891
0.5601997,1.029538,6.816500,6.706364,9.617689,45.789642,81.411179
0.5622011,1.034327,6.809318,6.720729,9.623141,45.701828,81.362869
0.5642024,1.041510,6.799740,6.725518,9.620489,45.646542,81.291740
0.5662043,1.034327,6.787769,6.739883,9.621313,45.531582,81.335869
0.5682057,1.027144,6.797346,6.778192,9.654160,45.404217,81.407074
0.5702069,1.022355,6.811712,6.782980,9.667132,45.440159,81.464310
0.5722083,1.029538,6.806923,6.816500,9.688076,45.283699,81.399277
0.5742097,1.029538,6.823683,6.821289,9.703226,45.332466,81.420090
0.5762110,1.012778,6.814106,6.840443,9.708214,45.202465,81.546036
0.5782124,1.031932,6.811712,6.847626,9.713614,45.174381,81.385544
0.5802137,1.031932,6.826077,6.840443,9.718636,45.263439,81.403404
0.5822150,1.024750,6.814106,6.842837,9.711158,45.199806,81.447578
0.5842105,1.019961,6.845232,6.845232,9.734203,45.314537,81.525101
0.5862177,1.003201,6.806923,6.842837,9.703867,45.157040,81.616127
0.5882190,0.998413,6.792558,6.840443,9.691611,45.104923,81.638184
0.5902204,1.029538,6.809318,6.828472,9.698184,45.243282,81.402260
0.5922217,1.012778,6.823683,6.833261,9.709883,45.271931,81.557732
0.5942179,1.034327,6.814106,6.809318,9.688585,45.346420,81.368851
0.5962193,1.053481,6.782980,6.799740,9.662045,45.270721,81.171791
0.5982206,1.043904,6.794952,6.799740,9.669415,45.313961,81.265976
0.6002220,1.060664,6.809318,6.780586,9.667893,45.464512,81.146385
0.6022168,1.075029,6.804529,6.780586,9.666108,45.454094,81.022194
0.6042180,1.065452,6.809318,6.768615,9.660028,45.518192,81.107048
0.6062193,1.055875,6.818895,6.761432,9.660702,45.581791,81.197914
0.6082272,1.041510,6.835655,6.754249,9.665961,45.671883,81.336800
0.6102285,1.034327,6.816500,6.766221,9.660034,45.538132,81.371834
0.6122298,1.039115,6.838049,6.742278,9.659037,45.730995,81.359390
0.6142312,1.024750,6.818895,6.737489,9.640602,45.663906,81.453499
0.6162379,1.043904,6.816500,6.720729,9.629258,45.737331,81.293159
0.6182351,1.048692,6.794952,6.711152,9.607845,45.692619,81.226532
0.6202364,1.055875,6.804529,6.689604,9.600379,45.828678,81.179619
0.6222377,1.039115,6.814106,6.672844,9.593678,45.929260,81.329491
0.6242391,1.058270,6.809318,6.665661,9.587376,45.952541,81.166054
0.6262338,1.063058,6.802135,6.672844,9.587804,45.895271,81.117493
0.6282352,1.063058,6.830866,6.665661,9.603221,46.043915,81.154266
0.6302366,1.048692,6.823683,6.677632,9.604852,45.954029,81.262901
0.6322379,1.022355,6.845232,6.677632,9.617337,46.025928,81.505501
0.6342391,1.017567,6.847626,6.677632,9.618534,46.032810,81.547623
0.6362405,1.000807,6.835655,6.699181,9.623243,45.881401,81.670517
0.6382418,0.991230,6.854809,6.680027,9.622561,46.036129,81.771858
0.6402432,1.000807,6.885934,6.689604,9.652383,46.127808,81.730492
0.6422446,0.996018,6.859597,6.689604,9.633116,46.017532,81.738350
0.6442459,0.981653,6.883540,6.708758,9.661998,46.024971,81.883850
0.6462414,0.991230,6.890723,6.706364,9.666432,46.070034,81.814163
0.6482427,0.986441,6.890723,6.701575,9.662621,46.087681,81.853172
0.6502440,0.993624,6.881146,6.706364,9.659854,46.032433,81.783394
0.6522510,0.984047,6.876357,6.689604,9.643828,46.078926,81.855934
0.6542523,1.000807,6.854809,6.706364,9.641853,45.929165,81.693466
0.6562536,0.986441,6.864386,6.711152,9.650515,45.939377,81.822342
0.6582548,1.005595,6.859597,6.706364,9.645756,45.951599,81.660027
0.6602561,0.984047,6.859597,6.701575,9.640204,45.959282,81.836304
0.6622575,0.991230,6.871569,6.687210,9.639490,46.073849,81.791656
0.6642644,0.998413,6.885934,6.684815,9.648817,46.146889,81.750000
0.6662658,0.996018,6.890723,6.680027,9.648671,46.185478,81.775154
0.6682661,0.976864,6.888329,6.672844,9.640030,46.195366,81.928459
0.6702675,0.972076,6.895512,6.675238,9.646338,46.211590,81.975761
0.6722689,0.962498,6.914666,6.677632,9.660734,46.273739,82.075539
0.6742702,0.955316,6.914666,6.677632,9.660021,46.269688,82.133934
0.6762718,0.924190,6.921848,6.672844,9.658828,46.302216,82.394974
0.6782731,0.945739,6.914666,6.672844,9.655768,46.284870,82.211815
0.6802744,0.924190,6.902694,6.660872,9.636832,46.275700,82.374115
0.6822757,0.948133,6.909877,6.663267,9.645957,46.307846,82.186996
0.6842771,0.943344,6.909877,6.646507,9.633917,46.377251,82.225975
0.6862784,0.945739,6.917060,6.668056,9.654176,46.315140,82.214478
0.6882797,0.962498,6.921848,6.660872,9.654305,46.374798,82.083656
0.6902811,0.972076,6.914666,6.656084,9.646812,46.371670,81.997704
0.6922824,0.981653,6.917060,6.639324,9.637945,46.459003,81.922661
0.6942839,0.984047,6.931426,6.632141,9.643563,46.549534,81.919777
0.6962852,0.986441,6.936214,6.620170,9.639024,46.621948,81.905899
0.6982867,0.993624,6.957763,6.620170,9.655278,46.713024,81.872658
0.7002880,1.000807,6.957763,6.624959,9.659304,46.696487,81.814697
0.7022893,1.000807,6.957763,6.624959,9.659304,46.696487,81.814697
0.7042906,0.984047,6.962551,6.617775,9.656108,46.737171,81.955429
0.7062920,0.967287,6.962551,6.617775,9.654414,46.727711,82.090691
0.7082934,0.955316,6.962551,6.629747,9.661433,46.669361,82.187363
0.7103006,0.952921,6.955369,6.636930,9.660954,46.608089,82.198753
0.7122963,0.972076,6.938608,6.617775,9.637644,46.633778,82.024963
0.7142977,0.943344,6.955369,6.622564,9.650151,46.664799,82.276207
0.7162991,0.960104,6.943397,6.627353,9.646469,46.605030,82.127296
0.7183070,0.972076,6.945791,6.615381,9.641172,46.673141,82.033104
0.7203083,0.962498,6.917060,6.627353,9.627769,46.499718,82.078247
0.7223096,0.945739,6.938608,6.615381,9.633378,46.629402,82.238365
0.7243055,0.948133,6.919454,6.636930,9.634659,46.460075,82.197678
0.7263069,0.931373,6.921848,6.656084,9.647947,46.378090,82.336563
0.7283028,0.912219,6.917060,6.668056,9.650949,46.296848,82.487213
0.7303042,0.924190,6.921848,6.651295,9.643953,46.394779,82.394974
0.7323055,0.931373,6.921848,6.660872,9.651252,46.357513,82.336563
0.7343127,0.926584,6.926637,6.670450,9.660836,46.333229,82.380707
0.7363083,0.928979,6.926637,6.682421,9.669336,46.283222,82.361252
0.7383097,0.940950,6.924243,6.691998,9.675400,46.239075,82.261360
0.7403111,0.936161,6.917060,6.701575,9.676426,46.166328,82.292366
0.7423173,0.943344,6.907483,6.703969,9.671940,46.121136,82.223312
0.7443187,0.955316,6.914666,6.701575,9.676587,46.167248,82.133934
0.7463199,0.940950,6.924243,6.706364,9.685342,46.177700,82.261360
0.7483213,0.948133,6.924243,6.694392,9.677757,46.232811,82.203011
0.7503272,0.940950,6.917060,6.694392,9.671918,46.199673,82.253418
0.7523286,0.957710,6.924243,6.672844,9.663809,46.330429,82.125237
0.7543360,0.962498,6.948185,6.660872,9.673205,46.481403,82.113281
0.7563374,0.967287,6.933820,6.636930,9.646883,46.529030,82.058334
0.7583430,0.957710,6.960157,6.608199,9.645169,46.754135,82.165359
0.7603442,0.974470,6.984099,6.584256,9.647780,46.963566,82.056976
0.7623456,0.969681,6.991282,6.577073,9.647601,47.020905,82.103531
0.7643469,0.945739,6.974523,6.596227,9.646171,46.857262,82.277847
0.7663549,0.933767,6.974523,6.577073,9.631914,46.933887,82.374435
0.7683563,0.945739,6.981705,6.562707,9.628487,47.031761,82.285698
0.7703516,0.945739,6.974523,6.553130,9.616751,47.044609,82.277847
