# CSV-File created with merge-csv.com
# -----------------------------------------------------------

0,1.160735423,-0.048637797,1.149866303,-0.1508263
31,1.232825156,-0.066078623,1.221349126,-0.154265336
46,1.271040196,-0.081062995,1.259424169,-0.151071945
62,1.334945762,-0.103908021,1.315676974,-0.200692324
93,1.343159479,-0.072465405,1.311009711,-0.282983546
124,1.2775628,-0.037338107,1.229701071,-0.344394906
140,1.198773101,-0.003930327,1.138812258,-0.37436365
171,1.122316728,0.021371153,1.051853772,-0.390821894
202,1.070938646,0.037829398,0.994127094,-0.396471739
218,1.001438674,0.024318899,0.926820244,-0.378539622
249,0.936091761,-0.021862444,0.862952429,-0.362081378
265,0.898036053,-0.075167505,0.823894804,-0.349307815
296,0.89177391,-0.105381894,0.814560278,-0.347342652
312,0.900686297,-0.102188503,0.825123032,-0.34636007
327,0.912671854,-0.054041997,0.842563858,-0.346605715
358,0.942118539,0.003193391,0.883832292,-0.326217144
374,0.966884228,0.07541315,0.915766199,-0.300915663
390,0.996367851,0.144685164,0.948191397,-0.269718693
405,1.012349502,0.18742747,0.968088677,-0.229187195
436,1.002598424,0.191603443,0.964895287,-0.193568606
436,0.971996904,0.098258176,0.94426107,-0.208552978
436,0.947944351,0.06141136,0.919696526,-0.221326541
452,0.92268629,0.000982582,0.892429882,-0.234345749
452,0.894229636,-0.031688262,0.867374047,-0.215185405
468,0.898218698,-0.059446196,0.876954219,-0.184971016
483,0.909353738,-0.075904441,0.891692946,-0.161389054
499,0.937126084,-0.07000895,0.924363789,-0.137315801
514,0.973394936,-0.06411346,0.963421414,-0.123314011
546,0.984430803,-0.047900861,0.977914495,-0.102434148
577,0.982105828,-0.032916489,0.97816014,-0.081554286
608,0.980276466,-0.024810189,0.977423204,-0.070500241
639,0.984452195,-0.028494871,0.981107886,-0.075904441
655,0.978452163,-0.033899071,0.975212395,-0.071974114
670,0.964426958,-0.04200537,0.96096496,-0.07000895
686,0.962271574,-0.053796351,0.958508505,-0.065832978
