-62,17,-9
-64,18,-9
-64,17,-9
-64,17,-7
-61,16,-6
-62,17,-4
-60,17,-1
-60,16,-1
-62,16,-3
-62,16,-4
-64,17,-2
-64,17,-2
-64,17,-2
-63,17,-2
-64,17,-2
-63,16,-4
-64,16,-5
-61,16,-2
-63,16,-3
-64,16,-6
-65,16,-6
-63,16,-4
-64,15,0
-64,15,-3
-62,16,2
-64,16,2
-65,14,5
-62,14,9
-57,14,13
-62,13,9
-56,15,14
-54,16,15
-67,16,11
-59,15,19
-62,15,15
-55,15,19
-57,15,20
-57,16,25
-57,17,25
-59,17,22
-61,17,22
-63,16,20
-60,13,18
-58,13,17
-61,15,14
-62,14,14
-64,16,16
-63,13,14
-114,-25,-30
-12,48,69
-60,-2,3
-63,15,12
-63,9,7
-61,11,-4
-56,17,8
-59,14,8
-61,8,-4
-66,16,22
-66,22,35
-65,9,3
-61,10,19
-64,12,17
-63,16,16
-58,17,22
-55,17,24
-58,16,21
-64,14,17
-57,13,22
-58,14,19
-59,15,20
-59,15,21
-61,16,17
-61,14,18
-60,13,19
-62,14,17
-61,14,16
-61,14,15
-60,14,18
-60,15,17
-59,16,17
-56,13,16
-60,15,12
-67,12,8
-64,15,12
-48,12,11
-59,14,0
-72,11,-13
-64,17,-4
-61,18,-4
-70,19,-8
-68,15,-10
-64,12,-11
-63,13,-8
-61,13,-6
-63,13,-9
-62,13,-5
-62,14,-5
-76,12,-14
-71,16,-2
-64,14,4
-86,17,-3
-68,13,6
-36,12,34
-47,17,32
-47,12,38
-41,15,43
-48,13,34
-45,14,37
-39,14,43
-45,13,40
-43,10,43
-39,7,48
-42,12,46
-50,7,46
-45,11,50
-50,-2,44
-36,16,50
-48,6,43
-43,10,46
-46,11,45
-49,11,49
-42,12,49
-39,10,48
-42,9,46
-38,12,50
-44,7,48
-46,9,47
-41,8,48
-41,8,50
-43,6,46
-41,8,46
-41,8,47
-42,9,47
-42,8,49
-40,9,49
-42,7,48
-42,8,47
-44,8,47
-41,7,48
-42,8,48
-41,9,46
-43,8,47
-40,8,45
-40,7,39
-49,13,36
-40,12,52
-27,10,55
-41,24,49
-47,24,47
-40,20,48
-39,22,49
-33,16,64
-25,2,75
-42,40,40
-40,-3,32
-42,11,39
-48,7,34
-44,8,35
-50,14,33
-53,15,34
-49,15,32
-51,19,28
-64,30,23
-60,30,27
-54,26,24
-58,22,17
-59,24,20
-60,29,23
-61,29,22
-62,30,21
-60,29,21
-58,28,21
-57,26,20
-57,28,20
-55,29,20
-54,29,20
-53,30,20
-54,31,20
-53,32,19
-52,32,19
-51,32,20
-52,31,20
-56,30,18
-55,31,20
-55,33,20
-55,35,23
-53,35,23
-52,32,20
-52,30,19
-53,29,19
-53,28,20
-55,27,19
-55,27,19
-53,27,20
-52,26,20
-52,25,20
-53,25,18
-54,25,17
-57,25,15
-59,25,13
-62,27,9
-65,28,9
-56,29,13
-58,28,8
-62,28,5
-62,28,3
-60,26,2
-58,28,-1
-58,28,1
-57,27,1
-58,27,0
-56,28,5
-55,28,8
-56,28,7
-57,28,10
-57,30,10
-57,29,12
-57,32,11
-50,34,13
-47,37,14
-46,38,16
-47,40,16
-49,38,12
-45,38,15
-43,39,16
-41,37,17
-43,38,17
-38,41,18
-33,40,18
-41,45,20
-38,48,21
-29,49,20
-24,54,21
-25,58,22
-29,63,20
-31,65,21
-31,69,21
-31,67,20
-30,64,15
-33,65,11
-33,67,19
-22,67,16
-18,66,22
-11,59,25
-10,55,24
-10,51,28
-10,51,25
-17,52,17
-21,54,15
-30,59,12
-37,61,13
-38,60,11
-33,63,9
-28,63,9
-17,60,14
-14,59,16
-15,58,17
-19,58,15
-22,61,13
-22,61,12
-23,63,10
-25,64,9
-26,63,8
-26,62,8
-25,63,7
-25,63,9
-24,64,10
-27,64,13
-30,60,10
-32,57,7
-28,54,11
-30,54,12
-32,56,12
-41,59,10
-59,65,8
-71,65,2
-70,55,13
-74,51,12
-82,44,-3
-46,36,4
-25,32,25
-24,24,25
-26,25,22
-18,35,27
-17,39,25
-22,45,20
-27,49,22
-29,50,29
-29,44,30
-30,43,27
-38,43,27
-40,42,27
-41,42,27
-40,44,29
-42,50,32
-43,52,33
-40,49,32
-38,48,32
-35,46,30
-33,44,28
-33,46,29
-36,47,30
-38,48,30
-35,48,33
-35,47,37
-32,46,39
-31,46,39
-31,42,35
-31,44,34
-30,46,32
-29,49,30
-29,52,31
-25,54,28
-25,54,27
-24,53,26
-25,52,25
-25,49,24
-28,49,25
-29,50,26
-25,54,29
-23,56,30
-23,55,29
-25,55,29
-26,52,27
-27,52,28
-26,52,27
-25,51,26
-25,51,26
-24,52,26
-24,53,25
-24,55,25
-25,56,25
-26,57,23
-26,57,23
-25,58,23
-25,58,23
-23,56,22
-26,53,22
-27,55,22
-26,57,23
-25,58,24
-23,58,23
-23,57,22
-23,56,22
-22,56,21
-22,56,20
-22,56,19
-22,56,19
-22,58,20
-22,58,20
-20,56,19
-20,56,19
-19,57,19
-20,57,20
-20,59,18
-22,59,20
-23,59,20
-21,63,22
-19,64,24
-17,60,23
-18,60,23
-21,58,20
-21,57,20
-23,57,18
-24,57,19
-24,56,18
-23,56,20
-23,57,21
-21,58,23
-21,57,23
-22,57,22
-24,57,22
-24,57,22
-26,56,19
-29,55,18
-34,57,15
-36,59,15
-37,58,17
-36,58,17
-36,59,17
-39,60,17
-37,59,16
-36,59,17
-35,55,14
-41,53,13
-42,51,13
-47,50,12
-47,48,12
-50,42,8
-51,41,11
-49,36,13
-50,33,12
-57,32,11
-60,28,11
-55,24,13
-52,22,19
-62,27,11
-38,38,25
-28,38,28
-28,41,33
-29,44,38
-35,37,45
-45,31,42
-50,19,38
-42,18,43
-43,22,41
-40,22,46
-37,23,48
-39,23,44
-39,23,43
-34,23,41
-37,22,42
-38,22,43
-37,23,45
-38,23,45
-42,25,46
-41,26,46
-40,25,45
-38,25,45
-38,22,44
-38,21,44
-38,20,44
-40,16,44
-42,14,44
-45,16,47
-47,18,49
-45,20,50
-41,18,49
-38,15,45
-39,14,43
-42,13,43
-48,13,41
-49,13,41
-49,17,41
-48,20,42
-48,28,43
-46,30,43
-41,29,41
-40,31,41
-41,32,40
-39,34,40
-40,34,39
-40,32,37
-39,31,38
-40,32,38
-40,34,38
-40,36,39
-39,37,39
-36,35,38
-35,33,38
-36,33,38
-38,33,38
-38,35,39
-39,35,39
-38,34,38
-34,33,39
-32,33,39
-33,34,39
-33,34,39
-37,33,39
-42,33,39
-42,34,38
-43,36,37
-42,36,36
-42,37,33
-44,39,30
-45,41,31
-44,44,26
-34,44,33
-43,48,30
-41,48,32
-35,51,32
-30,48,28
-24,44,25
-29,44,23
-44,43,17
-49,42,17
-51,42,17
-46,41,21
-43,40,22
-41,40,24
-39,40,26
-42,41,26
-42,42,27
-40,43,27
-42,45,28
-42,48,29
-35,48,29
-37,48,30
-37,50,30
-35,49,29
-34,46,29
-38,47,28
-38,47,26
-38,47,27
-39,48,28
-39,49,27
-37,49,27
-36,48,26
-34,47,25
-33,49,25
-34,49,25
-32,52,23
-32,54,22
-31,57,22
-33,58,19
-30,58,18
-29,58,14
-29,59,13
-29,59,10
-28,58,12
-25,55,15
-23,54,17
-21,53,20
-20,54,20
-19,54,15
-24,59,10
-27,63,9
-42,69,-8
-56,78,-4
-25,81,4
-13,78,9
-2,66,24
1,56,27
-1,47,33
-8,42,23
-10,45,15
-18,51,9
-18,58,9
-27,70,3
-35,72,3
-48,68,13
-47,65,15
-34,61,9
-30,63,8
-10,61,17
-4,54,21
-8,54,22
-18,54,17
-22,55,16
-25,57,19
-24,57,21
-20,55,23
-19,55,25
-13,57,31
-13,59,35
-14,59,36
-19,57,29
-20,59,27
-22,60,23
-21,59,21
-18,58,20
-18,58,20
-19,59,19
-20,59,18
-21,58,17
-21,58,17
-20,58,17
-19,56,19
-18,56,19
-19,56,21
-18,56,22
-18,57,24
-18,58,27
-18,58,28
-21,57,26
-21,57,26
-22,56,23
-22,57,23
-21,57,22
-21,57,22
-21,57,22
-21,56,22
-20,57,21
-20,57,21
-20,57,21
-19,58,21
-19,58,21
-18,58,22
-17,58,22
-17,58,21
-17,58,21
-17,58,21
-18,58,21
-17,58,21
-16,59,22
-15,59,22
-16,58,22
-18,58,22
-19,57,21
-20,56,22
-20,55,21
-21,56,23
-22,56,23
-22,56,23
-23,57,24
-23,57,25
-22,57,25
-21,56,26
-21,56,26
-21,56,29
-23,57,28
-23,57,28
-25,56,25
-25,57,24
-24,58,23
-24,58,23
-23,58,21
-22,58,21
-22,58,20
-23,57,19
-23,58,19
-24,57,17
-25,57,18
-29,56,16
-25,57,18
-24,56,22
-25,56,18
-25,55,22
-28,53,22
-29,52,23
-27,51,26
-26,51,27
-28,52,28
-27,51,28
-26,52,30
-25,52,30
-23,51,29
-22,51,27
-23,52,27
-23,53,27
-23,53,28
-22,52,27
-23,53,27
-23,53,29
-23,54,29
-20,54,31
-21,53,30
-27,53,28
-22,54,33
-22,54,31
-23,53,30
-24,52,29
-23,52,32
-23,51,33
-25,51,34
-24,50,36
-20,48,37
-22,48,36
-21,48,36
-23,49,37
-23,49,36
-25,50,33
-24,51,33
-24,54,27
-25,54,24
-27,54,26
-24,53,27
-23,52,29
-23,50,31
-23,50,31
-22,50,34
-22,50,35
-24,52,34
-24,52,34
-22,51,33
-23,51,32
-23,50,31
-24,51,31
-24,51,32
-24,51,30
-23,52,29
-24,54,26
-27,54,27
-24,56,26
-24,55,24
-25,54,20
-24,53,21
-24,54,23
-22,53,24
-21,51,26
-22,49,27
-23,49,24
-22,51,25
-20,52,27
-21,53,24
-21,53,23
-24,57,20
-27,61,20
-27,62,21
-26,64,21
-26,64,21
-25,64,21
-25,64,21
-24,63,19
-24,63,18
-24,61,17
-23,60,14
-24,60,13
-24,59,11
-25,59,10
-25,59,10
-24,59,10
-23,59,9
-23,60,10
-22,59,11
-21,59,12
-21,59,12
-21,60,12
-21,59,11
-25,60,12
-27,60,10
-31,59,10
-33,60,10
-29,58,13
-22,55,19
-28,58,17
-18,55,22
-21,55,21
-20,55,24
-20,55,25
-20,55,24
-19,54,24
-24,55,23
-22,55,24
-22,55,24
-25,56,23
-25,55,23
-22,55,24
-25,55,23
-27,54,23
-25,54,24
-25,54,24
-29,55,23
-27,55,23
-26,55,23
-26,55,23
-27,54,23
-27,54,23
-26,55,23
-29,55,22
-25,54,23
-24,54,24
-25,55,23
-24,54,24
-23,54,25
-25,55,24
-26,54,23
-25,54,24
-23,54,25
-28,55,23
-28,55,23
-25,54,24
-25,54,24
-27,54,23
-26,54,23
-25,55,23
-25,54,23
-23,54,22
-24,55,22
-27,56,20
-28,56,20
-25,56,21
-24,56,20
-27,55,18
-25,55,18
-23,56,19
-24,56,18
-26,57,17
-25,58,17
-22,59,18
-21,59,18
-24,60,17
-24,61,17
-23,61,17
-23,62,17
-23,61,16
-22,61,16
-22,60,15
-22,61,14
-22,60,14
-22,60,14
-21,59,14
-20,59,14
-20,59,14
-20,59,14
-20,59,15
-19,59,15
-19,58,15
-19,58,15
-19,58,16
-19,57,16
-20,57,15
-31,58,2
-42,66,-1
-35,89,6
-30,94,4
-14,83,17
-7,65,22
-15,39,30
-13,30,31
-25,25,22
-31,34,23
-30,38,28
-22,43,28
-20,46,23
-16,47,14
-21,49,10
-38,58,5
-46,61,7
-50,68,16
-46,66,9
-39,68,8
-21,69,13
-8,68,18
0,62,23
-7,59,23
-20,56,19
-26,55,18
-27,56,18
-23,56,20
-21,56,22
-21,59,24
-21,60,24
-19,59,26
-17,57,26
-15,52,25
-15,52,25
-14,54,25
-14,55,25
-14,56,25
-14,58,25
-14,58,24
-14,57,24
-14,57,23
-14,56,22
-15,56,21
-16,56,22
-17,56,22
-17,56,22
-18,56,23
-18,55,23
-19,56,24
-19,56,25
-18,58,26
-18,59,26
-15,57,24
-16,59,22
-19,58,22
-21,57,20
-21,59,19
-22,65,20
-20,66,21
-18,65,21
-18,63,20
-20,60,18
-20,59,18
-18,57,19
-18,57,18
-19,57,18
-19,58,18
-19,58,17
-19,63,17
-19,65,16
-19,65,14
-20,63,13
-21,61,11
-22,58,10
-22,58,10
-19,58,11
-19,58,11
-18,59,12
-19,59,12
-20,60,12
-21,61,13
-21,63,14
-21,62,15
-21,60,16
-21,60,17
-20,60,17
-19,60,18
-20,61,18
-20,62,17
-21,64,16
-21,68,15
-21,67,14
-23,59,11
-29,55,11
-29,57,12
-22,62,17
-17,61,19
-14,59,21
-16,59,20
-20,59,20
-20,58,21
-17,54,22
-15,56,25
-15,55,26
-14,55,28
-13,56,30
-18,57,31
-20,56,29
-18,56,27
-18,56,26
-16,57,25
-20,56,23
-20,57,23
-20,56,22
-19,56,23
-18,54,22
-18,55,22
-19,55,22
-19,54,23
-19,55,24
-20,57,25
-18,61,27
-16,61,27
-16,60,25
-17,56,22
-17,55,21
-18,54,19
-18,55,18
-20,56,17
-20,59,16
-21,59,16
-21,62,15
-22,63,15
-23,66,13
-23,66,13
-23,64,12
-23,62,12
-24,60,11
-24,59,11
-21,57,12
-21,58,13
-21,59,13
-21,64,14
-21,67,13
-22,67,12
-23,65,12
-23,60,11
-23,58,11
-21,56,14
-18,56,17
-17,56,17
-15,59,18
-16,60,18
-20,59,16
-22,59,15
-23,59,15
-23,59,16
-22,58,18
-21,59,18
-21,59,19
-21,59,19
-22,59,18
-22,60,18
-23,59,17
-24,58,17
-24,58,17
-23,60,19
-22,61,19
-22,62,20
-22,60,19
-23,60,18
-21,59,18
-20,59,18
-18,59,18
-18,59,17
-18,59,16
-18,59,16
-18,57,14
-19,58,14
-18,58,14
-17,57,15
-18,57,15
-18,57,16
-18,58,16
-19,58,16
-20,58,17
-20,59,17
-21,59,17
-21,59,18
-22,60,18
-22,60,18
-22,59,18
-22,60,18
-22,61,18
-23,60,18
-23,60,17
-23,60,17
-22,59,16
-22,59,16
-22,59,15
-21,60,15
-21,59,14
-21,59,14
-21,58,14
-20,59,14
-19,59,15
-20,59,14
-21,59,14
-21,59,15
-21,58,15
-21,58,15
-21,59,15
-22,59,15
-22,58,15
-23,58,14
-23,59,15
-23,60,16
-22,60,15
-22,59,14
-23,60,14
-22,61,14
-22,60,14
-24,57,14
-25,58,15
-23,60,16
-23,61,18
-23,62,19
-23,59,17
-23,59,16
-24,60,15
-24,61,15
-23,64,15
-23,63,15
-21,60,13
-21,59,12
-20,57,11
-19,57,10
-19,58,10
-20,58,11
-20,59,11
-20,61,11
-20,61,11
-19,61,13
-19,61,14
-18,60,16
-17,58,16
-16,58,17
-17,58,17
-17,59,16
-18,59,16
-20,59,15
-21,59,15
-20,60,16
-20,60,16
-21,59,16
-21,59,17
-21,58,16
-22,59,16
-23,60,17
-23,60,17
-24,61,18
-24,62,18
-24,63,18
-22,61,19
-21,60,19
-20,57,18
-19,56,17
-18,55,16
-18,56,15
-20,58,13
-20,58,13
-21,57,12
-23,58,11
-24,59,11
-24,61,12
-24,63,13
-23,64,17
-22,65,16
-23,68,17
-22,68,17
-21,61,18
-23,53,17
-23,52,17
-22,58,20
-19,60,22
-16,58,22
-17,57,21
-20,57,21
-19,59,22
-18,60,26
-17,59,28
-15,52,31
-17,47,31
-19,48,32
-22,53,31
-23,54,34
-26,52,33
-28,52,33
-27,50,33
-26,49,34
-29,47,32
-27,45,29
-27,45,25
-31,53,22
-34,55,23
-33,55,23
-32,55,21
-32,55,18
-29,53,17
-29,51,11
-29,51,9
-27,51,12
-30,56,12
-32,56,12
-29,57,14
-33,57,10
-31,59,11
-30,59,13
-29,58,13
-32,58,4
-33,60,21
-29,59,17
-34,59,18
-35,57,18
-38,54,16
-27,52,20
-30,53,17
-36,52,11
-35,53,11
-32,51,14
-34,51,11
-36,52,13
-29,55,15
-28,56,16
-33,55,12
-32,56,13
-33,56,12
-33,55,12
-31,55,13
-37,54,16
-35,52,18
-36,51,16
-36,51,13
-34,50,12
-34,51,10
-36,53,4
-38,52,3
-41,53,-12
-47,56,-8
-30,57,3
-33,57,4
-36,57,-1
-31,58,-2
-26,58,4
-40,54,0
-33,58,10
-24,59,21
-24,62,6
-35,69,9
-39,66,5
-40,64,2
-46,60,-1
-50,58,-2
-53,59,-3
-55,55,0
-60,40,-10
-59,37,-10
-55,34,-6
-59,33,-10
-57,31,-8
-52,25,-3
-52,20,-6
-57,16,-9
-56,16,-11
-54,17,-10
-55,17,-10
-58,18,-11
-55,19,-13
-60,19,-16
-59,17,-13
-58,17,-15
-59,16,-16
-60,16,-13
-63,14,-15
-59,13,-17
-59,12,-11
-60,12,-10
-61,12,-14
-62,13,-8
-62,13,-10
-59,10,-7
-60,9,-6
-61,11,-4
-62,12,-4
-66,13,-1
-66,11,0
-67,10,0
-66,11,2
-65,10,2
-66,9,0
-65,10,0
-65,11,1
-65,11,1
-64,10,1
-64,10,-1
-64,8,0
-62,7,-1
-61,7,-1
-64,6,-4
-66,5,-6
-64,3,-8
-66,3,-9
-66,3,-11
-67,2,-13
-63,0,-15
-63,-2,-19
-64,-2,-20
-60,-3,-20
-61,0,-20
-59,2,-21
-59,2,-23
-59,0,-24
-52,2,-21
-44,4,-20
-52,1,-28
-67,2,-37
-54,4,-35
-52,4,-36
-59,2,-39
-57,0,-40
-52,-3,-44
-54,-2,-42
-58,-3,-43
-49,-3,-38
-48,-4,-38
-50,-7,-41
-49,-10,-40
-47,-14,-39
-50,-14,-44
-45,-11,-36
-45,-10,-39
-50,-10,-39
-49,-11,-40
-51,-20,-48
-47,-12,-33
-52,-13,-38
-52,-14,-37
-48,-16,-37
-46,-16,-44
-51,-17,-36
-52,-16,-31
-53,-16,-35
-52,-16,-28
-54,-15,-28
-54,-16,-30
-53,-15,-27
-52,-14,-27
-53,-12,-30
-53,-11,-28
-55,-12,-27
-57,-12,-24
-58,-13,-26
-59,-14,-28
-57,-14,-24
-57,-13,-27
-58,-13,-29
-56,-13,-32
-57,-12,-31
-58,-10,-27
-54,-10,-30
-57,-9,-31
-56,-8,-32
-57,-6,-22
-57,-8,-23
-58,-6,-19
-62,-9,-26
-63,-11,-28
-60,-11,-25
-57,-11,-22
-59,-11,-21
-61,-12,-25
-61,-10,-26
-60,-10,-26
-54,-9,-25
-57,-10,-26
-60,-10,-26
-59,-12,-29
-58,-12,-27
-58,-12,-22
-55,-12,-25
-58,-11,-26
-58,-11,-26
-55,-13,-31
-62,-10,-25
-60,-9,-23
-57,-7,-23
-54,-6,-22
-55,-8,-22
-56,-8,-21
-58,-9,-24
-60,-9,-25
-60,-8,-27
-59,-7,-23
-59,-6,-23
-60,-7,-24
-59,-8,-25
-57,-8,-25
-57,-9,-26
-59,-9,-27
-59,-10,-28
-59,-9,-27
-60,-7,-26
-61,-8,-27
-60,-7,-26
-61,-7,-27
-61,-6,-25
-59,-7,-25
-62,-7,-27
-62,-7,-27
-61,-7,-27
-59,-6,-24
-58,-6,-23
-58,-6,-25
-57,-7,-26
-58,-5,-25
-57,-5,-26
-60,-4,-25
-58,-3,-24
-59,-1,-24
-61,0,-24
-63,-1,-26
-63,-1,-23
-62,0,-21
-62,0,-20
-61,0,-20
-61,0,-20
-61,-1,-20
-63,0,-18
-64,0,-20
-63,0,-20
-61,0,-19
-59,0,-18
-61,-1,-19
-62,-1,-20
-63,0,-19
-63,1,-17
-64,2,-17
-63,2,-16
-62,2,-17
-62,3,-17
-64,3,-16
-63,2,-18
-64,2,-17
-63,3,-17
-62,3,-16
-61,1,-16
-59,1,-16
-60,0,-15
-62,-1,-17
-63,-1,-16
-63,-1,-14
-63,-1,-14
-64,-2,-16
-64,-2,-16
-63,-1,-17
-62,-1,-16
-61,-2,-18
-62,-1,-16
-62,-1,-17
-62,-1,-16
-62,-1,-16
-62,-2,-16
-63,-2,-16
-62,-1,-15
-62,-1,-16
-64,-1,-17
-64,-1,-17
-62,-1,-16
-62,-1,-15
-62,0,-14
-63,0,-16
-64,0,-16
-63,1,-14
-62,0,-16
-63,0,-18
-62,1,-16
-60,0,-17
-62,-1,-19
-62,-2,-21
-63,-2,-17
-65,-3,-23
-64,-2,-18
-66,0,-15
-69,2,-14
-74,14,-19
-57,-1,-16
-56,-2,-9
-55,0,-6
-55,-2,-12
-58,-1,-9
-63,5,-3
-64,6,-6
-65,5,-5
-66,6,-3
-70,5,1
-66,6,-1
-64,5,-2
-60,5,-8
-58,7,-13
-59,10,-6
-65,9,-14
-63,8,-18
-57,10,-12
-61,12,-17
-60,12,-19
-70,17,-2
-59,18,-11
-62,14,-15
-61,15,-14
-62,15,-13
-64,16,-15
-64,16,-12
-63,14,-17
-59,16,-14
-63,15,-19
-61,15,-17
-61,14,-17
-59,16,-15
-60,15,-16
-62,13,-15
-61,13,-16
-61,12,-16
-61,11,-17
-61,13,-16
-61,11,-19
-60,12,-18
-61,12,-21
-61,13,-22
-61,13,-23
-60,12,-23
-59,10,-25
-57,9,-25
-58,10,-28
-58,10,-33
-60,11,-36
-60,11,-38
-59,11,-37
-55,8,-31
-53,7,-30
-52,7,-31
-53,9,-30
-55,11,-33
-56,11,-32
-56,10,-33
-55,9,-30
-56,9,-31
-58,10,-31
-58,10,-32
-57,10,-29
-59,10,-31
-58,9,-30
-57,8,-29
-57,8,-28
-57,7,-30
-56,8,-28
-58,9,-31
-57,10,-30
-58,12,-28
-59,12,-28
-59,14,-26
-60,13,-27
-59,13,-25
-59,13,-22
-59,12,-22
-60,14,-22
-59,15,-21
-60,15,-21
-60,14,-21
-58,16,-20
-59,17,-20
-60,17,-22
-61,18,-20
-60,17,-21
-58,16,-17
-59,15,-18
-59,16,-18
-60,15,-19
-60,13,-20
-60,12,-20
-59,11,-20
-59,9,-20
-59,10,-20
-60,10,-20
-59,9,-20
-60,9,-21
-60,9,-20
-61,8,-21
-61,9,-22
-62,9,-21
-61,8,-21
-62,8,-23
-62,9,-22
-61,8,-22
-61,7,-23
-60,7,-23
-61,7,-25
-62,7,-26
-62,6,-26
-62,8,-23
-61,7,-23
-60,9,-22
-59,8,-23
-59,10,-22
-60,11,-22
-59,10,-22
-60,11,-20
-61,11,-18
-61,10,-17
-59,10,-16
-60,10,-15
-60,10,-15
-61,10,-13
-62,10,-14
-65,12,-13
-66,12,-13
-66,11,-10
-65,10,-9
-62,9,-10
-61,9,-10
-62,10,-13
-62,11,-14
-63,10,-14
-61,9,-14
-61,10,-14
-60,8,-13
-61,7,-13
-61,8,-13
-62,7,-13
-61,5,-13
-62,6,-13
-63,7,-13
-64,7,-13
-65,7,-14
-65,8,-14
-62,8,-14
-64,8,-16
-62,10,-15
-67,12,-19
-67,16,-18
-65,16,-17
-59,17,-17
-57,16,-20
-55,16,-24
-56,18,-25
-60,19,-25
-61,20,-24
-59,16,-23
-58,15,-21
-58,15,-20
-57,14,-17
-58,13,-20
-58,13,-22
-59,14,-22
-60,15,-22
-60,13,-23
-59,13,-21
-61,14,-20
-61,14,-18
-64,17,-20
-64,17,-20
-63,18,-17
-64,17,-18
-66,17,-14
-64,15,-15
-63,14,-12
-61,15,-14
-59,16,-13
-64,15,-18
-61,13,-19
-56,12,-18
-59,13,-17
-63,15,-16
-70,13,-17
-70,6,-12
-68,5,-9
-69,3,-9
-55,-3,-10
-59,-2,-18
-56,-1,-19
-55,0,-16
-61,0,-14
-62,0,-13
-61,2,-12
-54,2,-13
-58,0,-13
-64,7,-8
-69,5,-14
-63,8,-14
-67,7,-14
-60,7,-20
-63,5,-21
-59,2,-26
-62,7,-24
-65,6,-21
-67,4,-21
-63,5,-19
-63,4,-21
-59,4,-19
-61,4,-24
-60,5,-21
-61,6,-18
-64,3,-19
-61,3,-23
-60,4,-22
-58,6,-19
-63,5,-20
-61,4,-22
-61,4,-20
-61,3,-21
-60,4,-23
-59,6,-20
-61,2,-18
-61,1,-19
-61,5,-19
-66,2,-19
-63,1,-18
-57,5,-17
-62,6,-20
-63,5,-22
-60,6,-22
-56,6,-13
-59,8,-15
-63,13,-10
-61,12,-17
-58,11,-16
-56,10,-16
-61,9,-16
-63,11,-16
-61,10,-16
-66,11,-18
-66,11,-17
-64,11,-16
-68,11,-15
-63,11,-15
-62,12,-9
-58,11,-11
-63,12,-16
-62,10,-16
-63,13,-15
-65,13,-15
-63,10,-11
-63,9,-12
-60,9,-10
-64,8,-8
-63,8,-10
-64,9,-9
-64,8,-7
